activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19275441,[],CHEMBL4407783,Inhibition of N-terminal unlinked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c2ccc(-c3cccc(C#N)c3)cc2c2cc(-c3cccc(C(=N)N)c3)ccc21,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '14.41', 'le': '0.25', 'lle': '-0.05', 'sei': '7.34'}",CHEMBL4437288,,CHEMBL4437288,5.77,0,http://www.openphacts.org/units/Nanomolar,3218869,=,1,1,=,,IC50,nM,,1700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.7
,19275442,[],CHEMBL4407783,Inhibition of N-terminal unlinked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(S(=O)(=O)n2c3ccc(-c4cccc(C(=N)N)c4)cc3c3cc(-c4cccc(C(=N)N)c4)ccc32)c1,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '10.47', 'le': '0.20', 'lle': '0.06', 'sei': '4.06'}",CHEMBL4568823,,CHEMBL4568823,6.00,0,http://www.openphacts.org/units/Nanomolar,3218868,=,1,1,=,,IC50,nM,,990.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.99
,19275443,[],CHEMBL4407783,Inhibition of N-terminal unlinked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(Cn2c3ccc(-c4cccc(C(=N)N)c4)cc3c3cc(-c4cccc(C(=N)N)c4)ccc32)c1,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '10.99', 'le': '0.20', 'lle': '-0.99', 'sei': '5.05'}",CHEMBL4446364,,CHEMBL4446364,5.76,0,http://www.openphacts.org/units/Nanomolar,3218867,=,1,1,=,,IC50,nM,,1750.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.75
,19275444,[],CHEMBL4407783,Inhibition of N-terminal unlinked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c2ccc(-c3cccc(C(=N)N)c3)cc2c2cc(-c3cccc(C(=N)N)c3)ccc21,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '15.05', 'le': '0.27', 'lle': '1.05', 'sei': '6.00'}",CHEMBL4448497,,CHEMBL4448497,6.28,0,http://www.openphacts.org/units/Nanomolar,3218866,=,1,1,=,,IC50,nM,,520.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.52
,19275445,[],CHEMBL4407782,Inhibition of N-terminal linked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,N=C(N)c1cccc(-c2ccc3ccc(-c4cccc(C(=N)N)c4)cc3c2)c1,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '11.81', 'le': '0.21', 'lle': '-0.43', 'sei': '4.32'}",CHEMBL4544053,,CHEMBL4544053,4.30,0,http://www.openphacts.org/units/Nanomolar,3218882,=,1,1,=,,IC50,nM,,49500.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,49.5
,19275446,[],CHEMBL4407782,Inhibition of N-terminal linked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,N=C(N)c1cccc(-c2cccc(-c3cccc(C(=N)N)c3)c2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4406817,Eur J Med Chem,2019,,CHEMBL3040170,,CHEMBL3040170,,0,http://www.openphacts.org/units/Nanomolar,3218881,=,1,1,=,,IC50,nM,,103600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,103.6
,19275447,[],CHEMBL4407782,Inhibition of N-terminal linked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,N=C(N)c1cccc(NC(=O)Nc2cccc(C(=N)N)c2)c1,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '14.59', 'le': '0.27', 'lle': '2.42', 'sei': '3.07'}",CHEMBL177281,AMICARBALIDE,CHEMBL177281,4.32,0,http://www.openphacts.org/units/Nanomolar,3218880,=,1,1,=,,IC50,nM,,47600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,47.6
,19275448,[],CHEMBL4407782,Inhibition of N-terminal linked Zika virus NS2B (45 to 96 residues) - NS3 (1 to 177 residues) protease domain expressed in Escherichia coli Bl21(DE3) using Bz-nKRR-AMC as substrate preincubated for 15 mins followed by substrate addition and measured by fluorescence based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c2ccc(-c3cccc(C(=N)N)c3)cc2c2cc(-c3cccc(C(=N)N)c3)ccc21,,,CHEMBL4406817,Eur J Med Chem,2019,"{'bei': '13.02', 'le': '0.23', 'lle': '0.21', 'sei': '5.20'}",CHEMBL4448497,,CHEMBL4448497,5.44,0,http://www.openphacts.org/units/Nanomolar,3218866,=,1,1,=,,IC50,nM,,3650.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.65
,20667384,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '11.55', 'le': '0.22', 'lle': '2.45', 'sei': '5.04'}",CHEMBL4297282,GDC-0917,CHEMBL4297282,6.52,0,http://www.openphacts.org/units/Nanomolar,3480075,=,1,1,=,,IC50,nM,,300.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.3
,20667388,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '12.75', 'le': '0.24', 'lle': '3.58', 'sei': '6.32'}",CHEMBL4640778,,CHEMBL4640778,5.72,0,http://www.openphacts.org/units/Nanomolar,3480079,=,1,1,=,,IC50,nM,,1900.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.9
,20667392,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4619702,Bioorg Med Chem Lett,2020,,CHEMBL4647282,,CHEMBL4647282,,0,http://www.openphacts.org/units/Nanomolar,3480080,=,1,1,=,,IC50,nM,,14080000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,14080.0
,20667393,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '14.69', 'le': '0.27', 'lle': '4.08', 'sei': '7.73'}",CHEMBL481422,,CHEMBL481422,7.00,0,http://www.openphacts.org/units/Nanomolar,3480081,=,1,1,=,,IC50,nM,,100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.1
,20667395,[],CHEMBL4619841,Inhibition of N-terminal His-tagged Zika virus NS2B-NS3 protease (1 to 187 residues) using Boc-Gly-Arg-Arg-AMC as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '9.59', 'le': '0.18', 'lle': '2.77', 'sei': '4.86'}",CHEMBL2158051,AT-406,CHEMBL2158051,5.39,0,http://www.openphacts.org/units/Nanomolar,3480082,=,1,1,=,,IC50,nM,,4100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,4.1
,20667401,[],CHEMBL4619850,Allosteric inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '11.94', 'le': '0.22', 'lle': '3.27', 'sei': '9.99'}",CHEMBL4064619,,CHEMBL4064619,6.09,0,http://www.openphacts.org/units/Nanomolar,3480085,=,1,1,=,,IC50,nM,,820.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.82
,20667403,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '7.13', 'le': '0.15', 'lle': '1.48', 'sei': '3.95'}",CHEMBL493,BROMOCRIPTINE,CHEMBL493,4.67,0,http://www.openphacts.org/units/Nanomolar,3480087,=,1,1,=,,IC50,nM,,21600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,21.6
,20667405,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '7.91', 'le': '0.15', 'lle': '1.22', 'sei': '2.42'}",CHEMBL36506,NOVOBIOCIN,CHEMBL36506,4.85,0,http://www.openphacts.org/units/Nanomolar,3480088,=,1,1,=,,IC50,nM,,14200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,14.2
,20667407,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '8.75', 'le': '0.16', 'lle': '-3.80', 'sei': '4.31'}",CHEMBL383675,TEMOPORFIN,CHEMBL383675,5.96,0,http://www.openphacts.org/units/Nanomolar,3480089,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.1
,20667410,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '6.90', 'le': '0.27', 'lle': '-0.31', 'sei': '7.59'}",CHEMBL1332616,ERYTHROSINE,CHEMBL1332616,5.77,0,http://www.openphacts.org/units/Nanomolar,3480090,=,1,1,=,,IC50,nM,,1700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.7
,20667412,[],CHEMBL4619845,Inhibition of Zika virus NS2B-NS3 protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,,,CHEMBL4619702,Bioorg Med Chem Lett,2020,"{'bei': '3.34', 'le': None, 'lle': None, 'sei': None}",CHEMBL3040216,,CHEMBL3040216,4.33,0,http://www.openphacts.org/units/Nanomolar,3480091,=,1,1,=,,IC50,nM,,47000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,47.0
,23157684,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Brc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Br)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '9.27', 'le': '0.23', 'lle': '-1.05', 'sei': '9.91'}",CHEMBL3758664,,CHEMBL3758664,4.66,0,http://www.openphacts.org/units/Nanomolar,3600091,=,1,1,=,,IC50,nM,,21700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,21.7
,23157685,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Ic1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(I)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.52', 'le': '0.31', 'lle': '0.88', 'sei': '13.36'}",CHEMBL4867031,,CHEMBL4867031,6.28,0,http://www.openphacts.org/units/Nanomolar,3600092,=,1,1,=,,IC50,nM,,520.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.52
,23157686,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Ic1ccc(-c2ncc(OCCC3CCNCC3)nc2-c2ccc(I)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '8.72', 'le': '0.25', 'lle': '-0.46', 'sei': '11.33'}",CHEMBL4869904,,CHEMBL4869904,5.33,0,http://www.openphacts.org/units/Nanomolar,3600093,=,1,1,=,,IC50,nM,,4700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,4.7
,23157687,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Ic1ccc(-c2ncc(OCCCC3CCNCC3)nc2-c2ccc(I)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4869682,,CHEMBL4869682,,0,http://www.openphacts.org/units/Nanomolar,3600094,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157688,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,c1cc(-c2ccc(-c3ncc(OCC4CCNCC4)nc3-c3ccc(-c4ccsc4)cc3)cc2)cs1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '11.48', 'le': '0.22', 'lle': '-1.80', 'sei': '12.44'}",CHEMBL4857480,,CHEMBL4857480,5.85,0,http://www.openphacts.org/units/Nanomolar,3600095,=,1,1,=,,IC50,nM,,1400.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.4
,23157689,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,c1cc(-c2ccc(-c3ncc(OCC4CCNCC4)nc3-c3ccc(-c4ccoc4)cc3)cc2)co1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.56', 'le': '0.23', 'lle': '-0.71', 'sei': '8.18'}",CHEMBL4858157,,CHEMBL4858157,6.00,0,http://www.openphacts.org/units/Nanomolar,3600096,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.0
,23157690,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)c1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C(C)(C)C)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.04', 'le': '0.22', 'lle': '-1.27', 'sei': '11.71'}",CHEMBL4868257,,CHEMBL4868257,5.51,0,http://www.openphacts.org/units/Nanomolar,3600097,=,1,1,=,,IC50,nM,,3100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.1
,23157691,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,OCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(CO)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '15.52', 'le': '0.29', 'lle': '3.12', 'sei': '7.19'}",CHEMBL4852716,,CHEMBL4852716,6.29,0,http://www.openphacts.org/units/Nanomolar,3600098,=,1,1,=,,IC50,nM,,510.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.51
,23157692,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,OCc1ccc(-c2ncc(OCCC3CCNCC3)nc2-c2ccc(CO)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.53', 'le': '0.25', 'lle': '2.12', 'sei': '6.49'}",CHEMBL4868550,,CHEMBL4868550,5.68,0,http://www.openphacts.org/units/Nanomolar,3600099,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.1
,23157693,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)C(=O)OCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(COC(=O)C(C)(C)C)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '8.73', 'le': '0.16', 'lle': '-1.36', 'sei': '5.03'}",CHEMBL4851607,,CHEMBL4851607,5.01,0,http://www.openphacts.org/units/Nanomolar,3600100,=,1,1,=,,IC50,nM,,9800.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,9.8
,23157694,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)OCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(COC(C)=O)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4862177,,CHEMBL4862177,,0,http://www.openphacts.org/units/Nanomolar,3600101,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157695,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(CN)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '15.38', 'le': '0.28', 'lle': '3.10', 'sei': '6.27'}",CHEMBL4862454,,CHEMBL4862454,6.21,0,http://www.openphacts.org/units/Nanomolar,3600102,=,1,1,=,,IC50,nM,,620.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.62
,23157696,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCCC3CCNCC3)nc2-c2ccc(CN)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4849633,,CHEMBL4849633,,0,http://www.openphacts.org/units/Nanomolar,3600103,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157697,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCCN3CCNCC3)nc2-c2ccc(CN)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4878235,,CHEMBL4878235,,0,http://www.openphacts.org/units/Nanomolar,3600104,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157698,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(CNC(C)=O)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4872897,,CHEMBL4872897,,0,http://www.openphacts.org/units/Nanomolar,3600105,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157699,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)ccc1-c1ncc(OCC2CCNCC2)nc1-c1ccc(CN)cc1C,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.16', 'le': '0.24', 'lle': '1.96', 'sei': '5.73'}",CHEMBL4877376,,CHEMBL4877376,5.68,0,http://www.openphacts.org/units/Nanomolar,3600106,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.1
,23157700,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,ONCc1ccc(-c2ncc(OCCC3CCNCC3)nc2-c2ccc(CNO)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.89', 'le': '0.24', 'lle': '2.26', 'sei': '5.20'}",CHEMBL4867805,,CHEMBL4867805,5.80,0,http://www.openphacts.org/units/Nanomolar,3600107,=,1,1,=,,IC50,nM,,1600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.6
,23157701,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)Cc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(CN(C)C)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.94', 'le': '0.26', 'lle': '2.10', 'sei': '11.97'}",CHEMBL4861102,,CHEMBL4861102,6.41,0,http://www.openphacts.org/units/Nanomolar,3600108,=,1,1,=,,IC50,nM,,390.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.39
